id,timestamp,circles
96,1398846689.2158606,[]
97,1398846689.2158923,[]
98,1398846689.2558765,[]
99,1398846689.2618837,[]
100,1398846689.2998755,[]
101,1398846689.339828,[]
102,1398846689.3398526,[]
103,1398846689.3799112,[]
104,1398846689.3876479,[]
105,1398846689.4238157,[]
106,1398846689.4638186,[]
107,1398846689.4638493,[]
108,1398846689.5039005,[]
109,1398846689.512759,[]
110,1398846689.551964,[]
111,1398846689.591856,[]
112,1398846689.5918903,[]
113,1398846689.6319287,[]
114,1398846689.6372607,[]
115,1398846689.67592,[]
116,1398846689.7158875,[]
117,1398846689.7159169,[]
118,1398846689.7558568,[]
119,1398846689.7629225,[]
120,1398846689.7998836,[]
121,1398846689.8398447,[]
122,1398846689.8398774,[]
123,1398846689.8799179,[]
124,1398846689.8888915,[]
125,1398846689.9278545,[]
126,1398846689.9678805,[]
127,1398846689.9679356,[]
128,1398846690.007926,[]
129,1398846690.0133069,[]
130,1398846690.0518491,[]
131,1398846690.0918505,[]
132,1398846690.0918815,[]
133,1398846690.1318696,[]
134,1398846690.1381948,[]
135,1398846690.1757786,[]
136,1398846690.215901,[]
137,1398846690.2159204,[]
138,1398846690.255867,[]
139,1398846690.26387,[]
140,1398846690.3038182,[]
141,1398846690.3438544,[]
142,1398846690.343883,[]
143,1398846690.3839898,[]
144,1398846690.3892694,[]
145,1398846690.4279277,[]
146,1398846690.4678876,[]
147,1398846690.4679165,[]
148,1398846690.5078952,[]
149,1398846690.514341,[]
150,1398846690.5518608,[]
151,1398846690.5918713,[]
152,1398846690.5919096,[]
153,1398846690.6318805,[]
154,1398846690.6394079,[]
155,1398846690.6758678,[]
156,1398846690.7158568,[]
157,1398846690.7158844,[]
158,1398846690.7558486,[]
159,1398846690.7654574,[]
160,1398846690.8038912,[]
161,1398846690.8438914,[]
162,1398846690.8439214,[]
163,1398846690.8840559,[]
164,1398846690.8901281,[]
165,1398846690.9278626,[]
166,1398846690.9678795,[]
167,1398846690.967909,[]
168,1398846691.007911,[]
169,1398846691.0156353,[]
170,1398846691.051856,[]
171,1398846691.0918534,[]
172,1398846691.0918827,[]
173,1398846691.1319327,[]
174,1398846691.141159,[]
175,1398846691.1798506,[]
176,1398846691.2198763,[]
177,1398846691.219906,[]
178,1398846691.2598484,[]
179,1398846691.2667499,[]
180,1398846691.3038821,[]
181,1398846691.3439064,[]
182,1398846691.3439395,[]
183,1398846691.3839056,[]
184,1398846691.3922648,[]
185,1398846691.4319122,[]
186,1398846691.471868,[]
187,1398846691.4718995,[]
188,1398846691.5119464,[]
189,1398846691.51666,[]
190,1398846691.555917,[]
191,1398846691.5958617,[]
192,1398846691.5958953,[]
193,1398846691.6359146,[]
194,1398846691.6416254,[]
195,1398846691.679858,[]
196,1398846691.7198539,[]
197,1398846691.7198982,[]
198,1398846691.7599118,[]
199,1398846691.7672884,[]
200,1398846691.8038585,[]
201,1398846691.8438773,[]
202,1398846691.843909,[]
203,1398846691.8838918,[]
204,1398846691.89213,[]
205,1398846691.931939,[]
206,1398846691.9718912,[]
207,1398846691.971913,[]
208,1398846692.0118864,[]
209,1398846692.0186596,[]
210,1398846692.055865,[]
211,1398846692.0958896,[]
212,1398846692.0959234,[]
213,1398846692.1358545,[]
214,1398846692.143016,[]
215,1398846692.179866,[]
216,1398846692.2198837,[]
217,1398846692.2199123,[]
218,1398846692.2598298,[]
219,1398846692.2686722,[]
220,1398846692.3078835,[]
221,1398846692.3479083,[]
222,1398846692.3479295,[]
223,1398846692.3879015,[]
224,1398846692.3930671,[]
225,1398846692.431894,[]
226,1398846692.4718525,[]
227,1398846692.4718869,[]
228,1398846692.51185,[]
229,1398846692.519128,[]
230,1398846692.555883,[]
231,1398846692.5958343,[]
232,1398846692.595887,[]
233,1398846692.6358926,[]
234,1398846692.6434884,[]
235,1398846692.6798322,[]
236,1398846692.7198412,[]
237,1398846692.759941,[]
238,1398846692.7599733,[]
239,1398846692.7998862,[]
240,1398846692.799915,[]
241,1398846692.8399475,[]
242,1398846692.8437836,[]
243,1398846692.8798294,[]
244,1398846692.9199119,[]
245,1398846692.9200096,[]
246,1398846692.959979,[]
247,1398846692.9693425,[]
248,1398846693.0079234,[]
249,1398846693.0478172,[]
250,1398846693.047845,[]
251,1398846693.087841,[]
252,1398846693.0946867,[]
253,1398846693.1318905,[]
254,1398846693.1718535,[]
255,1398846693.1718848,[]
256,1398846693.2118776,[]
257,1398846693.2200258,[]
258,1398846693.259938,[]
259,1398846693.2998521,[]
260,1398846693.299881,[]
261,1398846693.3398917,[]
262,1398846693.3446474,[]
263,1398846693.3838525,[]
264,1398846693.4238398,[]
265,1398846693.423872,[]
266,1398846693.463939,[]
267,1398846693.4705405,[]
268,1398846693.5078676,[]
269,1398846693.547864,[]
270,1398846693.5478942,[]
271,1398846693.5879316,[]
272,1398846693.5955062,[]
273,1398846693.6318066,[]
274,1398846693.6718524,[]
275,1398846693.6718898,[]
276,1398846693.7119293,[]
277,1398846693.7210903,[]
278,1398846693.759884,[]
279,1398846693.7998478,[]
280,1398846693.7998755,[]
281,1398846693.8398454,[]
282,1398846693.847111,[]
283,1398846693.8839126,[]
284,1398846693.92387,[]
285,1398846693.923901,[]
286,1398846693.9639275,[]
287,1398846693.9722376,[]
288,1398846694.0119042,[]
289,1398846694.0518613,[]
290,1398846694.051891,[]
291,1398846694.0918832,[]
292,1398846694.098643,[]
293,1398846694.1358824,[]
294,1398846694.1758766,[]
295,1398846694.1759048,[]
296,1398846694.215905,[]
297,1398846694.2244158,[]
298,1398846694.2639036,[]
299,1398846694.303851,[]
300,1398846694.3038802,[]
301,1398846694.3439147,[]
302,1398846694.3498955,[]
303,1398846694.387825,[]
304,1398846694.4279168,[]
305,1398846694.4279873,[]
306,1398846694.4678767,[]
307,1398846694.475025,[]
308,1398846694.5118623,[]
309,1398846694.5518231,[]
310,1398846694.5519469,[]
311,1398846694.5918276,[]
312,1398846694.6001046,[]
313,1398846694.6398618,[]
314,1398846694.6798663,[]
315,1398846694.6798966,[]
316,1398846694.7200098,[]
317,1398846694.7255151,[]
318,1398846694.7638986,[]
319,1398846694.8038576,[]
320,1398846694.8038871,[]
321,1398846694.8438673,[]
322,1398846694.8506224,[]
323,1398846694.887916,[]
324,1398846694.9278738,[]
325,1398846694.9279063,[]
326,1398846694.9679239,[]
327,1398846694.9761207,[]
328,1398846695.015895,[]
329,1398846695.0559716,[]
330,1398846695.0559993,[]
331,1398846695.0958557,[]
332,1398846695.101264,[]
333,1398846695.1399028,[]
334,1398846695.1799076,[]
335,1398846695.1799366,[]
336,1398846695.219875,[]
337,1398846695.2260265,[]
338,1398846695.2639325,[]
339,1398846695.30389,[]
340,1398846695.3039181,[]
341,1398846695.343885,[]
342,1398846695.3502529,[]
343,1398846695.3878872,[]
344,1398846695.4278755,[]
345,1398846695.4279044,[]
346,1398846695.4678595,[]
347,1398846695.475645,[]
348,1398846695.5118911,[]
349,1398846695.5519147,[]
350,1398846695.5519469,[]
351,1398846695.5918605,[]
352,1398846695.6001637,[]
353,1398846695.6398852,[]
354,1398846695.6798615,[]
355,1398846695.6798923,[]
356,1398846695.7198384,[]
357,1398846695.7252004,[]
358,1398846695.7639105,[]
359,1398846695.8038518,[]
360,1398846695.8038795,[]
361,1398846695.843899,[]
362,1398846695.8502324,[]
363,1398846695.8878746,[]
364,1398846695.927874,[]
365,1398846695.927904,[]
366,1398846695.9678795,[]
367,1398846695.974621,[]
368,1398846696.0118425,[]
369,1398846696.0518618,[]
370,1398846696.0518982,[]
371,1398846696.091876,[]
372,1398846696.1002595,[]
373,1398846696.1398585,[]
374,1398846696.1798756,[]
375,1398846696.1799092,[]
376,1398846696.2198572,[]
377,1398846696.225162,[]
378,1398846696.2639155,[]
379,1398846696.303866,[]
380,1398846696.3038955,[]
381,1398846696.3438509,[]
382,1398846696.3506393,[]
383,1398846696.387871,[]
384,1398846696.4278867,[]
385,1398846696.4279137,[]
386,1398846696.4678893,[]
387,1398846696.4763918,[]
388,1398846696.5158548,[]
389,1398846696.5558882,[]
390,1398846696.5559142,[]
391,1398846696.5959039,[]
392,1398846696.6012554,[]
393,1398846696.6398618,[]
394,1398846696.679849,[]
395,1398846696.679878,[]
396,1398846696.719837,[]
397,1398846696.7263467,[]
398,1398846696.763916,[]
399,1398846696.8038747,[]
400,1398846696.8039033,[]
401,1398846696.8439238,[]
402,1398846696.8512604,[]
403,1398846696.8878906,[]
404,1398846696.9278684,[]
405,1398846696.9278982,[]
406,1398846696.9679174,[]
407,1398846696.9769506,[]
408,1398846697.0159044,[]
409,1398846697.0558245,[]
410,1398846697.055858,[]
411,1398846697.0958836,[]
412,1398846697.1024947,[]
413,1398846697.1398869,[]
414,1398846697.1798296,[]
415,1398846697.1798558,[]
416,1398846697.2199469,[]
417,1398846697.227101,[]
418,1398846697.263946,[]
419,1398846697.3038275,[]
420,1398846697.3038538,[]
421,1398846697.3439693,[]
422,1398846697.3535166,[]
423,1398846697.3918252,[]
424,1398846697.431872,[]
425,1398846697.431903,[]
426,1398846697.47183,[]
427,1398846697.4777696,[]
428,1398846697.5159388,[]
429,1398846697.55582,[]
430,1398846697.555851,[]
431,1398846697.5958345,[]
432,1398846697.603137,[]
433,1398846697.6399026,[]
434,1398846697.6798332,[]
435,1398846697.679859,[]
436,1398846697.7198892,[]
437,1398846697.7279012,[]
438,1398846697.7679212,[]
439,1398846697.8078206,[]
440,1398846697.8078473,[]
441,1398846697.8478658,[]
442,1398846697.8537652,[]
443,1398846697.891849,[]
444,1398846697.9318907,[]
445,1398846697.931919,[]
446,1398846697.9718544,[]
447,1398846697.9782207,[]
448,1398846698.0159214,[]
449,1398846698.0558631,[]
450,1398846698.055891,[]
451,1398846698.095874,[]
452,1398846698.103874,[]
453,1398846698.143845,[]
454,1398846698.1838543,[]
455,1398846698.183884,[]
456,1398846698.2238808,[]
457,1398846698.2288878,[]
458,1398846698.2678874,[]
459,1398846698.307826,[]
460,1398846698.3078563,[]
461,1398846698.3478842,[]
462,1398846698.3552403,[]
463,1398846698.391851,[]
464,1398846698.4319284,[]
465,1398846698.4319606,[]
466,1398846698.4718232,[]
467,1398846698.4792523,[]
468,1398846698.515878,[]
469,1398846698.5558147,[]
470,1398846698.5558429,[]
471,1398846698.5958269,[]
472,1398846698.6056519,[]
473,1398846698.6439016,[]
474,1398846698.6838946,[]
475,1398846698.6839256,[]
476,1398846698.7238576,[]
477,1398846698.73027,[]
478,1398846698.767896,[]
479,1398846698.807888,[]
480,1398846698.807919,[]
481,1398846698.8478851,[]
482,1398846698.8640091,[]
483,1398846698.9038644,[]
484,1398846698.9438586,[]
485,1398846698.9438906,[]
486,1398846698.983869,[]
487,1398846698.983897,[]
488,1398846699.0238647,[]
489,1398846699.0308948,[]
490,1398846699.0679107,[]
491,1398846699.1079912,[]
492,1398846699.1080275,[]
493,1398846699.1478891,[]
494,1398846699.1568832,[]
495,1398846699.1958184,[]
496,1398846699.235835,[]
497,1398846699.2358613,[]
498,1398846699.2759254,[]
499,1398846699.2808762,[]
500,1398846699.3197954,[]
501,1398846699.3599758,[]
502,1398846699.3600025,[]
503,1398846699.3999119,[]
504,1398846699.4062693,[]
505,1398846699.4439247,[]
506,1398846699.4838655,[]
507,1398846699.483894,[]
508,1398846699.5238545,[]
509,1398846699.5308585,[]
510,1398846699.5678985,[]
511,1398846699.6078968,[]
512,1398846699.6079254,[]
513,1398846699.6478772,[]
514,1398846699.6569138,[]
515,1398846699.6958504,[]
516,1398846699.7358646,[]
517,1398846699.7358985,[]
518,1398846699.7759852,[]
519,1398846699.7823713,[]
520,1398846699.8198628,[]
521,1398846699.8599164,[]
522,1398846699.859948,[]
523,1398846699.8998816,[]
524,1398846699.907526,[]
525,1398846699.9438376,[]
526,1398846699.983842,[]
527,1398846699.983864,[]
528,1398846700.0238326,[]
529,1398846700.033145,[]
530,1398846700.0718846,[]
531,1398846700.111841,[]
532,1398846700.1118622,[]
533,1398846700.1519582,[]
534,1398846700.1582608,[]
535,1398846700.1959252,[]
536,1398846700.2359178,[]
537,1398846700.2359493,[]
538,1398846700.275873,[]
539,1398846700.2829711,[]
540,1398846700.3197875,[]
541,1398846700.359798,[]
542,1398846700.3598177,[]
543,1398846700.3998582,[]
544,1398846700.407778,[]
545,1398846700.444002,[]
546,1398846700.4838176,[]
547,1398846700.4838462,[]
548,1398846700.5239193,[]
549,1398846700.5342488,[]
550,1398846700.5718548,[]
551,1398846700.6118503,[]
552,1398846700.6118777,[]
553,1398846700.6518795,[]
554,1398846700.6590834,[]
555,1398846700.6958654,[]
556,1398846700.735875,[]
557,1398846700.7359037,[]
558,1398846700.775884,[]
559,1398846700.78379,[]
560,1398846700.8199067,[]
561,1398846700.8598552,[]
562,1398846700.8598874,[]
563,1398846700.8998842,[]
564,1398846700.909032,[]
565,1398846700.9479072,[]
566,1398846700.9879453,[]
567,1398846700.987972,[]
568,1398846701.0278327,[]
569,1398846701.034643,[]
570,1398846701.0718656,[]
571,1398846701.1119623,[]
572,1398846701.1119947,[]
573,1398846701.1519418,[]
574,1398846701.1592548,[]
575,1398846701.1958616,[]
576,1398846701.2358537,[]
577,1398846701.235881,[]
578,1398846701.2758634,[]
579,1398846701.2847588,[]
580,1398846701.3314943,[]
581,1398846701.3639393,[]
582,1398846701.3639743,[]
583,1398846701.4038928,[]
584,1398846701.4105265,[]
585,1398846701.4479082,[]
586,1398846701.4878855,[]
587,1398846701.4879103,[]
588,1398846701.5278556,[]
589,1398846701.5348635,[]
590,1398846701.571888,[]
591,1398846701.6118975,[]
592,1398846701.6119182,[]
593,1398846701.651873,[]
594,1398846701.6601162,[]
595,1398846701.6998692,[]
596,1398846701.739917,[]
597,1398846701.73994,[]
598,1398846701.77986,[]
599,1398846701.7854853,[]
600,1398846701.8238378,[]
601,1398846701.863868,[]
602,1398846701.8639064,[]
603,1398846701.903917,[]
604,1398846701.9108334,[]
605,1398846701.9479039,[]
606,1398846701.9879,[]
607,1398846701.9879231,[]
608,1398846702.0278885,[]
609,1398846702.0359552,[]
610,1398846702.0758312,[]
611,1398846702.1158607,[]
612,1398846702.1158915,[]
613,1398846702.1558394,[]
614,1398846702.1616168,[]
615,1398846702.1998408,[]
616,1398846702.2398162,[]
617,1398846702.2398477,[]
618,1398846702.2798815,[]
619,1398846702.2866468,[]
620,1398846702.323872,[]
621,1398846702.3638783,[]
622,1398846702.3639076,[]
623,1398846702.4038582,[]
624,1398846702.4118516,[]
625,1398846702.451904,[]
626,1398846702.4918387,[]
627,1398846702.4918704,[]
628,1398846702.531882,[]
629,1398846702.5378213,[]
630,1398846702.5758712,[]
631,1398846702.615899,[]
632,1398846702.6159303,[]
633,1398846702.6558645,[]
634,1398846702.661935,[]
635,1398846702.6998434,[]
636,1398846702.7398474,[]
637,1398846702.7398753,[]
638,1398846702.7798836,[]
639,1398846702.7868795,[]
640,1398846702.8238926,[]
641,1398846702.8638384,[]
642,1398846702.8638754,[]
643,1398846702.9038987,[]
644,1398846702.912655,[]
645,1398846702.951848,[]
646,1398846702.9918425,[]
647,1398846702.9919155,[]
648,1398846703.0319004,[]
649,1398846703.0382016,[]
650,1398846703.0758731,[]
651,1398846703.115885,[]
652,1398846703.1159158,[]
653,1398846703.1558485,[]
654,1398846703.163294,[]
655,1398846703.1998334,[]
656,1398846703.2398565,[]
657,1398846703.2398877,[]
658,1398846703.2798789,[]
659,1398846703.2880747,[]
660,1398846703.3278668,[]
661,1398846703.367831,[]
662,1398846703.367861,[]
663,1398846703.4078448,[]
664,1398846703.4131458,[]
665,1398846703.4518468,[]
666,1398846703.4918404,[]
667,1398846703.4918818,[]
668,1398846703.5318856,[]
669,1398846703.5382373,[]
670,1398846703.5759177,[]
671,1398846703.6158423,[]
672,1398846703.6158695,[]
673,1398846703.655906,[]
674,1398846703.664741,[]
675,1398846703.7038465,[]
676,1398846703.74387,[]
677,1398846703.743899,[]
678,1398846703.7839322,[]
679,1398846703.7891645,[]
680,1398846703.8279216,[]
681,1398846703.8678918,[]
682,1398846703.8679557,[]
683,1398846703.9078724,[]
684,1398846703.9152985,[]
685,1398846703.9518437,[]
686,1398846703.991836,[]
687,1398846703.991903,[]
688,1398846704.0318902,[]
689,1398846704.0399957,[]
690,1398846704.0798686,[]
691,1398846704.119818,[]
692,1398846704.119842,[]
693,1398846704.1599343,[]
694,1398846704.164676,[]
695,1398846704.2038302,[]
696,1398846704.2438235,[]
697,1398846704.2438502,[]
698,1398846704.2838879,[]
699,1398846704.2900226,[]
700,1398846704.3278863,[]
701,1398846704.3678176,[]
702,1398846704.367848,[]
703,1398846704.407832,[]
704,1398846704.4149003,[]
705,1398846704.4518728,[]
706,1398846704.4918678,[]
707,1398846704.4918997,[]
708,1398846704.5318768,[]
709,1398846704.5410316,[]
710,1398846704.5799034,[]
711,1398846704.6198459,[]
712,1398846704.619876,[]
713,1398846704.6598198,[]
714,1398846704.665702,[]
715,1398846704.7038703,[]
716,1398846704.7439044,[]
717,1398846704.7439303,[]
718,1398846704.7839022,[]
719,1398846704.7904003,[]
720,1398846704.8278341,[]
721,1398846704.867825,[]
722,1398846704.8678596,[]
723,1398846704.9079015,[]
724,1398846704.9164112,[]
725,1398846704.9559057,[]
726,1398846704.995894,[]
727,1398846704.995921,[]
728,1398846705.0358608,[]
729,1398846705.0415049,[]
730,1398846705.0799887,[]
731,1398846705.119889,[]
732,1398846705.1199217,[]
733,1398846705.15982,[]
734,1398846705.166597,[]
735,1398846705.2038493,[]
736,1398846705.2438452,[]
737,1398846705.2438717,[]
738,1398846705.2838776,[]
739,1398846705.2915912,[]
740,1398846705.3278952,[]
741,1398846705.3678064,[]
742,1398846705.3678334,[]
743,1398846705.4078925,[]
744,1398846705.4170158,[]
745,1398846705.4559648,[]
746,1398846705.4958553,[]
747,1398846705.4958858,[]
748,1398846705.535838,[]
749,1398846705.5423152,[]
750,1398846705.5799072,[]
751,1398846705.6198697,[]
752,1398846705.6199837,[]
753,1398846705.659922,[]
754,1398846705.6689882,[]
755,1398846705.707852,[]
756,1398846705.7478497,[]
757,1398846705.7478776,[]
758,1398846705.7879725,[]
759,1398846705.7940595,[]
760,1398846705.8319032,[]
761,1398846705.8718534,[]
762,1398846705.8718865,[]
763,1398846705.911834,[]
764,1398846705.9198704,[]
765,1398846705.9598696,[]
766,1398846705.9998577,[]
767,1398846705.9998882,[]
768,1398846706.0398326,[]
769,1398846706.0450053,[]
770,1398846706.0838797,[]
771,1398846706.1239293,[]
772,1398846706.123957,[]
773,1398846706.1638722,[]
774,1398846706.1709096,[]
775,1398846706.2118688,[]
776,1398846706.2519073,[]
777,1398846706.2519383,[]
778,1398846706.29183,[]
779,1398846706.2959151,[]
780,1398846706.3399355,[]
781,1398846706.3799126,[]
782,1398846706.3799384,[]
783,1398846706.419942,[]
784,1398846706.4215806,[]
785,1398846706.4599092,[]
786,1398846706.4998395,[]
787,1398846706.499871,[]
788,1398846706.5398786,[]
789,1398846706.5469043,[]
790,1398846706.5878546,[]
791,1398846706.6278532,[]
792,1398846706.6278806,[]
793,1398846706.6678793,[]
794,1398846706.6718986,[]
795,1398846706.7118795,[]
796,1398846706.7519085,[]
797,1398846706.7519414,[]
798,1398846706.7918532,[]
799,1398846706.796983,[]
800,1398846706.8358252,[]
801,1398846706.8758597,[]
802,1398846706.8759289,[]
803,1398846706.9158933,[]
804,1398846706.9217155,[]
805,1398846706.959905,[]
806,1398846706.99982,[]
807,1398846706.9998446,[]
808,1398846707.0398831,[]
809,1398846707.0460784,[]
810,1398846707.0838926,[]
811,1398846707.123841,[]
812,1398846707.1238804,[]
813,1398846707.1638887,[]
814,1398846707.171658,[]
815,1398846707.2079031,[]
816,1398846707.2478654,[]
817,1398846707.2478957,[]
818,1398846707.2878373,[]
819,1398846707.296415,[]
820,1398846707.3359535,[]
821,1398846707.3759508,[]
822,1398846707.3759813,[]
823,1398846707.4158556,[]
824,1398846707.4209301,[]
825,1398846707.4599593,[]
826,1398846707.4998608,[]
827,1398846707.4998927,[]
828,1398846707.5400114,[]
829,1398846707.5486617,[]
830,1398846707.5878296,[]
831,1398846707.627851,[]
832,1398846707.6278808,[]
833,1398846707.667847,[]
834,1398846707.6707582,[]
835,1398846707.707888,[]
836,1398846707.7478535,[]
837,1398846707.747886,[]
838,1398846707.7878141,[]
839,1398846707.796028,[]
840,1398846707.8359442,[]
841,1398846707.8759165,[]
842,1398846707.8759449,[]
843,1398846707.9159377,[]
844,1398846707.9209802,[]
845,1398846707.9598875,[]
846,1398846707.9999545,[]
847,1398846707.9999871,[]
848,1398846708.0398908,[]
849,1398846708.0461411,[]
850,1398846708.0838182,[]
851,1398846708.123869,[]
852,1398846708.1238973,[]
853,1398846708.1638777,[]
854,1398846708.17104,[]
855,1398846708.2078285,[]
856,1398846708.2478247,[]
857,1398846708.2478557,[]
858,1398846708.2878442,[]
859,1398846708.2967722,[]
860,1398846708.335868,[]
861,1398846708.375851,[]
862,1398846708.3758793,[]
863,1398846708.4158587,[]
864,1398846708.421494,[]
865,1398846708.4599254,[]
866,1398846708.4998045,[]
867,1398846708.499832,[]
868,1398846708.5398734,[]
869,1398846708.546896,[]
870,1398846708.583941,[]
871,1398846708.6238523,[]
872,1398846708.623883,[]
873,1398846708.663967,[]
874,1398846708.6722958,[]
875,1398846708.7119536,[]
876,1398846708.7518868,[]
877,1398846708.751913,[]
878,1398846708.7918441,[]
879,1398846708.797529,[]
880,1398846708.835867,[]
881,1398846708.875887,[]
882,1398846708.87591,[]
883,1398846708.9158328,[]
884,1398846708.922133,[]
885,1398846708.959886,[]
886,1398846708.9998653,[]
887,1398846708.999894,[]
888,1398846709.0398989,[]
889,1398846709.0478194,[]
890,1398846709.0878384,[]
891,1398846709.1278605,[]
892,1398846709.1278896,[]
893,1398846709.167834,[]
894,1398846709.1739063,[]
895,1398846709.2119372,[]
896,1398846709.2519355,[]
897,1398846709.2519634,[]
898,1398846709.2918425,[]
899,1398846709.2981331,[]
900,1398846709.3359323,[]
901,1398846709.375883,[]
902,1398846709.3759148,[]
903,1398846709.4158866,[]
904,1398846709.4236479,[]
905,1398846709.4598975,[]
906,1398846709.4998572,[]
907,1398846709.499888,[]
908,1398846709.5399296,[]
909,1398846709.5485635,[]
910,1398846709.5878382,[]
911,1398846709.6278193,[]
912,1398846709.6278489,[]
913,1398846709.6679149,[]
914,1398846709.673715,[]
915,1398846709.7118773,[]
916,1398846709.7518306,[]
917,1398846709.7518635,[]
918,1398846709.791844,[]
919,1398846709.7990036,[]
920,1398846709.8358343,[]
921,1398846709.8758726,[]
922,1398846709.8759012,[]
923,1398846709.9158258,[]
924,1398846709.9241345,[]
925,1398846709.963815,[]
926,1398846710.0038884,[]
927,1398846710.0039089,[]
928,1398846710.043882,[]
929,1398846710.0494134,[]
930,1398846710.087842,[]
931,1398846710.1278822,[]
932,1398846710.1279118,[]
933,1398846710.1678758,[]
934,1398846710.1744475,[]
935,1398846710.2119708,[]
936,1398846710.2518556,[]
937,1398846710.2518835,[]
938,1398846710.291859,[]
939,1398846710.2994576,[]
940,1398846710.3358319,[]
941,1398846710.3758807,[]
942,1398846710.3759096,[]
943,1398846710.415852,[]
944,1398846710.4248855,[]
945,1398846710.463894,[]
946,1398846710.5038958,[]
947,1398846710.5039282,[]
948,1398846710.5438793,[]
949,1398846710.5507877,[]
950,1398846710.5878842,[]
951,1398846710.6278672,[]
952,1398846710.627898,[]
953,1398846710.6678703,[]
954,1398846710.6750124,[]
955,1398846710.7118573,[]
956,1398846710.7518706,[]
957,1398846710.7518964,[]
958,1398846710.7918172,[]
959,1398846710.8007784,[]
960,1398846710.839844,[]
961,1398846710.8798382,[]
962,1398846710.8798542,[]
963,1398846710.919874,[]
964,1398846710.9256992,[]
965,1398846710.9638479,[]
966,1398846711.0038784,[]
967,1398846711.003908,[]
968,1398846711.0438838,[]
969,1398846711.051527,[]
970,1398846711.0878217,[]
971,1398846711.1278267,[]
972,1398846711.127863,[]
973,1398846711.1678348,[]
974,1398846711.1761367,[]
975,1398846711.2158413,[]
976,1398846711.255881,[]
977,1398846711.255911,[]
978,1398846711.2958922,[]
979,1398846711.3011076,[]
980,1398846711.3398714,[]
981,1398846711.3799062,[]
982,1398846711.3799338,[]
983,1398846711.4198594,[]
984,1398846711.4270048,[]
985,1398846711.4638715,[]
986,1398846711.5037906,[]
987,1398846711.5038195,[]
988,1398846711.5438762,[]
989,1398846711.5521333,[]
990,1398846711.591865,[]
991,1398846711.6319284,[]
992,1398846711.6319625,[]
993,1398846711.6718562,[]
994,1398846711.6769085,[]
995,1398846711.7158148,[]
996,1398846711.7558625,[]
997,1398846711.7558928,[]
998,1398846711.7959023,[]
999,1398846711.8021705,[]
1000,1398846711.8398788,[]
1001,1398846711.879859,[]
1002,1398846711.8798904,[]
1003,1398846711.919881,[]
1004,1398846711.9270952,[]
1005,1398846711.9638655,[]
1006,1398846712.003858,[]
1007,1398846712.0438845,[]
1008,1398846712.0439146,[]
1009,1398846712.083879,[]
1010,1398846712.0839074,[]
1011,1398846712.1238573,[]
1012,1398846712.1273704,[]
1013,1398846712.1638582,[]
