id,timestamp,circles
15301,1398855001.8137975,[{'idp': 1, 'x': 3.458333333333332, 'y': 2.5416666666666665, 'r': 0.3999999999999999, 'type': 1}]
15302,1398855001.8197792,[{'idp': 1, 'x': 3.4715478159373436, 'y': 2.6304557273195806, 'r': 0.3999999999999999, 'type': 1}]
15303,1398855001.857735,[{'idp': 1, 'x': 3.4610120750345907, 'y': 2.63384360717577, 'r': 0.3999999999999999, 'type': 1}]
15304,1398855001.8977075,[{'idp': 1, 'x': 3.4621939536351265, 'y': 2.6301478404521372, 'r': 0.3999999999999999, 'type': 1}]
15305,1398855001.8977396,[{'idp': 1, 'x': 3.4496852964175218, 'y': 2.6368942518249705, 'r': 0.3999999999999999, 'type': 1}]
15306,1398855001.937725,[{'idp': 1, 'x': 3.4314022567565305, 'y': 2.6237830879498714, 'r': 0.3999999999999999, 'type': 1}]
15307,1398855001.9449024,[{'idp': 1, 'x': 3.4211314368270784, 'y': 2.616035639648695, 'r': 0.3999999999999999, 'type': 1}]
15308,1398855001.9817443,[{'idp': 1, 'x': 3.4132122195754233, 'y': 2.621985545533787, 'r': 0.3999999999999999, 'type': 1}]
15309,1398855002.0217462,[{'idp': 1, 'x': 3.3980462075645956, 'y': 2.6146637295457964, 'r': 0.3999999999999999, 'type': 1}]
15310,1398855002.021833,[{'idp': 1, 'x': 3.3972877772904897, 'y': 2.6044833454007255, 'r': 0.3999999999999999, 'type': 1}]
15311,1398855002.061736,[{'idp': 1, 'x': 3.3799563006073496, 'y': 2.6081140738558983, 'r': 0.3999999999999999, 'type': 1}]
15312,1398855002.0696545,[{'idp': 1, 'x': 3.366859584612294, 'y': 2.6245711958202467, 'r': 0.3999999999999999, 'type': 1}]
15313,1398855002.1057713,[{'idp': 1, 'x': 3.351577519981088, 'y': 2.609538059986818, 'r': 0.3999999999999999, 'type': 1}]
15314,1398855002.1457512,[{'idp': 1, 'x': 3.344233858911525, 'y': 2.615031901645102, 'r': 0.3999999999999999, 'type': 1}]
15315,1398855002.1457803,[{'idp': 1, 'x': 3.335483177819194, 'y': 2.620188937073462, 'r': 0.3999999999999999, 'type': 1}]
15316,1398855002.1857781,[{'idp': 1, 'x': 3.3167314186871044, 'y': 2.6054242975201047, 'r': 0.3999999999999999, 'type': 1}]
15317,1398855002.1952374,[{'idp': 1, 'x': 3.3264694914004567, 'y': 2.6009362526637747, 'r': 0.3999999999999999, 'type': 1}]
15318,1398855002.2337592,[{'idp': 1, 'x': 3.3129975377595833, 'y': 2.605716828436926, 'r': 0.3999999999999999, 'type': 1}]
15319,1398855002.2737517,[{'idp': 1, 'x': 3.3054650609443637, 'y': 2.5965113836445286, 'r': 0.3999999999999999, 'type': 1}]
15320,1398855002.2737823,[{'idp': 1, 'x': 3.2862420859726704, 'y': 2.605038872283585, 'r': 0.3999999999999999, 'type': 1}]
15321,1398855002.3137288,[{'idp': 1, 'x': 3.2767902060101495, 'y': 2.59675152163241, 'r': 0.3999999999999999, 'type': 1}]
15322,1398855002.3211784,[{'idp': 1, 'x': 3.2838758307727467, 'y': 2.579190069076196, 'r': 0.3999999999999999, 'type': 1}]
15323,1398855002.3578095,[{'idp': 1, 'x': 3.2678653447152795, 'y': 2.567425279828819, 'r': 0.3999999999999999, 'type': 1}]
15324,1398855002.3977597,[{'idp': 1, 'x': 3.257221775298995, 'y': 2.581817042539458, 'r': 0.3999999999999999, 'type': 1}]
15325,1398855002.3977919,[{'idp': 1, 'x': 3.2401902580297404, 'y': 2.5912719455557065, 'r': 0.3999999999999999, 'type': 1}]
15326,1398855002.437782,[{'idp': 1, 'x': 3.2234971864175965, 'y': 2.589981185323693, 'r': 0.3999999999999999, 'type': 1}]
15327,1398855002.4463832,[{'idp': 1, 'x': 3.2176304375741305, 'y': 2.5963087262634765, 'r': 0.3999999999999999, 'type': 1}]
15328,1398855002.4857085,[{'idp': 1, 'x': 3.200384935299325, 'y': 2.593952309483938, 'r': 0.3999999999999999, 'type': 1}]
15329,1398855002.5257626,[{'idp': 1, 'x': 3.191298692376525, 'y': 2.598249149288001, 'r': 0.3999999999999999, 'type': 1}]
15330,1398855002.5257943,[{'idp': 1, 'x': 3.1875154250937077, 'y': 2.589346142313249, 'r': 0.3999999999999999, 'type': 1}]
15331,1398855002.5657995,[{'idp': 1, 'x': 3.1528038103531575, 'y': 2.5902514602380267, 'r': 0.3999999999999999, 'type': 1}]
15332,1398855002.5721047,[{'idp': 1, 'x': 3.158314145872927, 'y': 2.5946712084635415, 'r': 0.3999999999999999, 'type': 1}]
15333,1398855002.6097891,[{'idp': 1, 'x': 3.1488311896782495, 'y': 2.5867286301874115, 'r': 0.3999999999999999, 'type': 1}]
15334,1398855002.6498044,[{'idp': 1, 'x': 3.1442064452492002, 'y': 2.5983681374603473, 'r': 0.3999999999999999, 'type': 1}]
15335,1398855002.6498368,[{'idp': 1, 'x': 3.1281216813400037, 'y': 2.592873572296839, 'r': 0.3999999999999999, 'type': 1}]
15336,1398855002.6897478,[{'idp': 1, 'x': 3.1168297208824147, 'y': 2.5944632062139283, 'r': 0.3999999999999999, 'type': 1}]
15337,1398855002.6975124,[{'idp': 1, 'x': 3.111023033704583, 'y': 2.5947073164053958, 'r': 0.3999999999999999, 'type': 1}]
15338,1398855002.7337132,[{'idp': 1, 'x': 3.1075532573075537, 'y': 2.5605557362338605, 'r': 0.3999999999999999, 'type': 1}]
15339,1398855002.7737358,[{'idp': 1, 'x': 3.1170854712508356, 'y': 2.5680337144491694, 'r': 0.3999999999999999, 'type': 1}]
15340,1398855002.7737658,[{'idp': 1, 'x': 3.095114203568512, 'y': 2.56536473632774, 'r': 0.3999999999999999, 'type': 1}]
15341,1398855002.8137262,[{'idp': 1, 'x': 3.0766027235130666, 'y': 2.572755101742128, 'r': 0.3999999999999999, 'type': 1}]
15342,1398855002.8237598,[{'idp': 1, 'x': 3.061070604950411, 'y': 2.5752456248241673, 'r': 0.3999999999999999, 'type': 1}]
15343,1398855002.8617928,[{'idp': 1, 'x': 3.05366837226563, 'y': 2.561276101250336, 'r': 0.3999999999999999, 'type': 1}]
15344,1398855002.9017382,[{'idp': 1, 'x': 3.0286785302017316, 'y': 2.5782114332435, 'r': 0.3999999999999999, 'type': 1}]
15345,1398855002.901769,[{'idp': 1, 'x': 3.0199597773888964, 'y': 2.578452315048636, 'r': 0.3999999999999999, 'type': 1}]
15346,1398855002.9417882,[{'idp': 1, 'x': 3.004602161993508, 'y': 2.564929079198386, 'r': 0.3999999999999999, 'type': 1}]
15347,1398855002.948656,[{'idp': 1, 'x': 3.013584487803158, 'y': 2.5723375385169223, 'r': 0.3999999999999999, 'type': 1}]
15348,1398855002.985718,[{'idp': 1, 'x': 2.9788869804196283, 'y': 2.5702676700694838, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.416666666666668, 'y': 3.833333333333333, 'r': 0.3999999999999999, 'type': 1}]
15376,1398855003.7017167,[{'idp': 1, 'x': 2.679032818290439, 'y': 2.590566030900876, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.096244011824178, 'y': 3.823371199392722, 'r': 0.3999999999999999, 'type': 1}]
15377,1398855003.7017534,[{'idp': 1, 'x': 2.669925147325003, 'y': 2.582008125074231, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.104745770406318, 'y': 3.850753699509468, 'r': 0.3999999999999999, 'type': 1}]
15378,1398855003.7417648,[{'idp': 1, 'x': 2.6399075763098323, 'y': 2.5750851082893034, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.090406595516123, 'y': 3.833377329377332, 'r': 0.3999999999999999, 'type': 1}]
15379,1398855003.7472906,[{'idp': 1, 'x': 2.624725998992794, 'y': 2.5716340257414494, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.0543937444959175, 'y': 3.8473690645542735, 'r': 0.3999999999999999, 'type': 1}]
15380,1398855003.7856953,[{'idp': 1, 'x': 2.6133196704532913, 'y': 2.5717871274858606, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.040636385130766, 'y': 3.8304674639662917, 'r': 0.3999999999999999, 'type': 1}]
15381,1398855003.8257668,[{'idp': 1, 'x': 2.6111557299951027, 'y': 2.5811488789006276, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.038420389251932, 'y': 3.82887703611251, 'r': 0.3999999999999999, 'type': 1}]
15382,1398855003.8258002,[{'idp': 1, 'x': 2.5971214529082354, 'y': 2.5672300372293932, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.026463860096124, 'y': 3.840040214189482, 'r': 0.3999999999999999, 'type': 1}]
15383,1398855003.8657994,[{'idp': 1, 'x': 2.594775451869342, 'y': 2.564394901185958, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.031494790585301, 'y': 3.826494538349261, 'r': 0.3999999999999999, 'type': 1}]
15384,1398855003.8728623,[{'idp': 1, 'x': 2.5980178700533307, 'y': 2.565280933630736, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.015494615648379, 'y': 3.8320278914112937, 'r': 0.3999999999999999, 'type': 1}]
15385,1398855003.909852,[{'idp': 1, 'x': 2.569094657577684, 'y': 2.561809828249073, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 4.99337869860584, 'y': 3.8322999863185414, 'r': 0.3999999999999999, 'type': 1}]
15386,1398855003.9497454,[{'idp': 1, 'x': 2.54721675509618, 'y': 2.562471906871382, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 4.975599935009127, 'y': 3.8359731590898605, 'r': 0.3999999999999999, 'type': 1}]
15387,1398855003.9497766,[{'idp': 1, 'x': 2.554883376752999, 'y': 2.5700370977140063, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 4.9781816737647695, 'y': 3.8382209043934767, 'r': 0.3999999999999999, 'type': 1}]
15388,1398855003.9898126,[{'idp': 1, 'x': 2.539808205471492, 'y': 2.554488552508245, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 4.95362109397824, 'y': 3.8193121215289505, 'r': 0.3999999999999999, 'type': 1}]
15389,1398855003.9979954,[{'idp': 1, 'x': 2.5212036812997862, 'y': 2.5586096439899753, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 4.95328160509464, 'y': 3.818933399302129, 'r': 0.3999999999999999, 'type': 1}]
15390,1398855004.0377715,[{'idp': 1, 'x': 2.50801568759061, 'y': 2.566879408550642, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 4.922227302741897, 'y': 3.8296402822801823, 'r': 0.3999999999999999, 'type': 1}]
15391,1398855004.0777037,[{'idp': 1, 'x': 2.501054346070748, 'y': 2.5709586380809, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 4.91709717783003, 'y': 3.839767810376118, 'r': 0.3999999999999999, 'type': 1}]
15392,1398855004.0777285,[{'idp': 1, 'x': 2.493445559157863, 'y': 2.5602359423160315, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 4.906145856633975, 'y': 3.8345430417718185, 'r': 0.3999999999999999, 'type': 1}]
15393,1398855004.1177628,[{'idp': 1, 'x': 2.4841018592923403, 'y': 2.5647445763447307, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 4.901633336208775, 'y': 3.8307116120497398, 'r': 0.3999999999999999, 'type': 1}]
15394,1398855004.1233764,[{'idp': 1, 'x': 2.462957530098475, 'y': 2.565004003911915, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 4.871231340534681, 'y': 3.823589463207666, 'r': 0.3999999999999999, 'type': 1}]
15395,1398855004.1617525,[{'idp': 1, 'x': 2.4504303990213394, 'y': 2.5749814393591475, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 4.857158134907717, 'y': 3.8474923901428593, 'r': 0.3999999999999999, 'type': 1}]
15396,1398855004.2018857,[{'idp': 1, 'x': 2.4460384258683, 'y': 2.5701906275883246, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 4.863369852043684, 'y': 3.8526647644694, 'r': 0.3999999999999999, 'type': 1}]
15397,1398855004.2019098,[{'idp': 1, 'x': 2.4409661155542683, 'y': 2.554419135560697, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 4.838657610082498, 'y': 3.792771398469883, 'r': 0.3999999999999999, 'type': 1}]
15398,1398855004.2416992,[{'idp': 1, 'x': 2.4399990807839456, 'y': 2.564598199294308, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 4.831768572916822, 'y': 3.826942612667985, 'r': 0.3999999999999999, 'type': 1}]
15399,1398855004.2481372,[{'idp': 1, 'x': 2.405724650561023, 'y': 2.5619231847112367, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 4.80283538307031, 'y': 3.838418964124186, 'r': 0.3999999999999999, 'type': 1}]
15400,1398855004.2857926,[{'idp': 1, 'x': 2.3869577230009775, 'y': 2.575107369634231, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 4.792577927976279, 'y': 3.864768894431716, 'r': 0.3999999999999999, 'type': 1}]
15401,1398855004.3257663,[{'idp': 1, 'x': 2.373462165052802, 'y': 2.5677280285359383, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 4.789500467603034, 'y': 3.8622174056853953, 'r': 0.3999999999999999, 'type': 1}]
15402,1398855004.325795,[{'idp': 1, 'x': 2.374839208165791, 'y': 2.561736689931051, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 4.804014847503632, 'y': 3.839177275118071, 'r': 0.3999999999999999, 'type': 1}]
15403,1398855004.365721,[{'idp': 1, 'x': 2.3762299816162846, 'y': 2.5640780058855994, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 4.773425959492712, 'y': 3.8146284575094547, 'r': 0.3999999999999999, 'type': 1}]
