id,timestamp,circles
29923,1398693944.7536898,[]
29924,1398693944.7936988,[]
29925,1398693944.7937207,[]
29926,1398693944.8336544,[]
29927,1398693944.840804,[]
29928,1398693944.877675,[]
29929,1398693944.9176545,[]
29930,1398693944.917681,[]
29931,1398693944.9576898,[]
29932,1398693944.9657137,[]
29933,1398693945.0057404,[]
29934,1398693945.0458133,[]
29935,1398693945.0458446,[]
29936,1398693945.0856888,[]
29937,1398693945.0910804,[]
29938,1398693945.129774,[]
29939,1398693945.169743,[]
29940,1398693945.1697736,[{'idp': 1, 'x': 9.541, 'y': 0.397, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 9.332, 'y': 1.106, 'r': 0.4, 'type': 1}]
29955,1398693945.5418057,[{'idp': 1, 'x': 8.955, 'y': 0.568, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 8.766, 'y': 1.116, 'r': 0.4, 'type': 1}]
29956,1398693945.5817504,[{'idp': 1, 'x': 8.919, 'y': 0.582, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 8.76, 'y': 1.076, 'r': 0.4, 'type': 1}]
29957,1398693945.5892355,[{'idp': 1, 'x': 8.881, 'y': 0.597, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 8.739, 'y': 1.028, 'r': 0.4, 'type': 1}]
29958,1398693945.6257322,[{'idp': 1, 'x': 8.855, 'y': 0.595, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 8.733, 'y': 0.979, 'r': 0.4, 'type': 1}]
29959,1398693945.6656928,[{'idp': 1, 'x': 8.832, 'y': 0.601, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 8.713, 'y': 1.003, 'r': 0.4, 'type': 1}]
29960,1398693945.6657171,[{'idp': 1, 'x': 8.812, 'y': 0.6, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 8.681, 'y': 1.024, 'r': 0.4, 'type': 1}]
29961,1398693945.7058692,[{'idp': 1, 'x': 8.779, 'y': 0.613, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 8.671, 'y': 0.987, 'r': 0.4, 'type': 1}]
29962,1398693945.7137911,[{'idp': 1, 'x': 8.767, 'y': 0.612, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 8.665, 'y': 0.987, 'r': 0.4, 'type': 1}]
29963,1398693945.7536755,[{'idp': 1, 'x': 8.769, 'y': 0.603, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 8.654, 'y': 0.999, 'r': 0.4, 'type': 1}]
29964,1398693945.7936704,[{'idp': 1, 'x': 8.761, 'y': 0.618, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 8.644, 'y': 0.993, 'r': 0.4, 'type': 1}]
29965,1398693945.7937007,[{'idp': 1, 'x': 8.73, 'y': 0.615, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 8.601, 'y': 0.988, 'r': 0.4, 'type': 1}]
29966,1398693945.8336875,[{'idp': 1, 'x': 8.67, 'y': 0.564, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 8.532, 'y': 1.019, 'r': 0.4, 'type': 1}]
29967,1398693945.8384335,[{'idp': 1, 'x': 8.633, 'y': 0.546, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 8.471, 'y': 0.985, 'r': 0.4, 'type': 1}]
29968,1398693945.8776903,[{'idp': 1, 'x': 8.631, 'y': 0.547, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 8.473, 'y': 0.961, 'r': 0.4, 'type': 1}]
29969,1398693945.9177582,[{'idp': 1, 'x': 8.591, 'y': 0.581, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 8.449, 'y': 0.952, 'r': 0.4, 'type': 1}]
29970,1398693945.9177759,[{'idp': 1, 'x': 8.569, 'y': 0.561, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 8.411, 'y': 0.956, 'r': 0.4, 'type': 1}]
29971,1398693945.9576938,[{'idp': 1, 'x': 8.526, 'y': 0.558, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 8.362, 'y': 0.972, 'r': 0.4, 'type': 1}]
29972,1398693945.9631765,[{'idp': 1, 'x': 8.49, 'y': 0.556, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 8.329, 'y': 0.959, 'r': 0.4, 'type': 1}]
29973,1398693946.0016713,[{'idp': 1, 'x': 8.466, 'y': 0.535, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 8.281, 'y': 0.963, 'r': 0.4, 'type': 1}]
29974,1398693946.0416574,[{'idp': 1, 'x': 8.431, 'y': 0.533, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 8.252, 'y': 0.984, 'r': 0.4, 'type': 1}]
29975,1398693946.0416913,[{'idp': 1, 'x': 8.396, 'y': 0.568, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 8.212, 'y': 1.004, 'r': 0.4, 'type': 1}]
29976,1398693946.081683,[{'idp': 1, 'x': 8.364, 'y': 0.584, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 8.179, 'y': 1.0, 'r': 0.4, 'type': 1}]
29977,1398693946.0884619,[{'idp': 1, 'x': 8.32, 'y': 0.599, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 8.132, 'y': 1.055, 'r': 0.4, 'type': 1}]
29978,1398693946.1257691,[{'idp': 1, 'x': 8.29, 'y': 0.579, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 8.107, 'y': 1.085, 'r': 0.4, 'type': 1}]
29979,1398693946.1657085,[{'idp': 1, 'x': 8.268, 'y': 0.614, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 8.091, 'y': 1.084, 'r': 0.4, 'type': 1}]
29980,1398693946.1657336,[{'idp': 1, 'x': 8.221, 'y': 0.593, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 8.048, 'y': 1.113, 'r': 0.4, 'type': 1}]
29981,1398693946.20573,[{'idp': 1, 'x': 8.19, 'y': 0.627, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 7.999, 'y': 1.145, 'r': 0.4, 'type': 1}]
29982,1398693946.2123306,[{'idp': 1, 'x': 8.159, 'y': 0.624, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 7.958, 'y': 1.172, 'r': 0.4, 'type': 1}]
29983,1398693946.2496493,[{'idp': 1, 'x': 8.106, 'y': 0.656, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 7.924, 'y': 1.183, 'r': 0.4, 'type': 1}]
29984,1398693946.2897484,[{'idp': 1, 'x': 8.062, 'y': 0.677, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 7.876, 'y': 1.194, 'r': 0.4, 'type': 1}]
29985,1398693946.2897768,[{'idp': 1, 'x': 8.015, 'y': 0.631, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 7.798, 'y': 1.219, 'r': 0.4, 'type': 1}]
29986,1398693946.3297417,[{'idp': 1, 'x': 7.981, 'y': 0.629, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 7.743, 'y': 1.21, 'r': 0.4, 'type': 1}]
29987,1398693946.336885,[{'idp': 1, 'x': 7.973, 'y': 0.656, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 7.739, 'y': 1.208, 'r': 0.4, 'type': 1}]
29988,1398693946.3736908,[{'idp': 1, 'x': 7.934, 'y': 0.703, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 7.756, 'y': 1.167, 'r': 0.4, 'type': 1}]
29989,1398693946.413628,[{'idp': 1, 'x': 7.903, 'y': 0.761, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 7.756, 'y': 1.14, 'r': 0.4, 'type': 1}]
29990,1398693946.4136455,[{'idp': 1, 'x': 7.867, 'y': 0.758, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 7.731, 'y': 1.119, 'r': 0.4, 'type': 1}]
29991,1398693946.4537022,[{'idp': 1, 'x': 7.851, 'y': 0.715, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 7.674, 'y': 1.164, 'r': 0.4, 'type': 1}]
29992,1398693946.4618278,[{'idp': 1, 'x': 7.823, 'y': 0.722, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 7.647, 'y': 1.163, 'r': 0.4, 'type': 1}]
29993,1398693946.5016658,[{'idp': 1, 'x': 7.787, 'y': 0.759, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 7.611, 'y': 1.158, 'r': 0.4, 'type': 1}]
29994,1398693946.5417056,[{'idp': 1, 'x': 7.759, 'y': 0.756, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 7.557, 'y': 1.19, 'r': 0.4, 'type': 1}]
29995,1398693946.5417376,[{'idp': 1, 'x': 7.733, 'y': 0.753, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 7.507, 'y': 1.205, 'r': 0.4, 'type': 1}]
29996,1398693946.5818315,[{'idp': 1, 'x': 7.712, 'y': 0.736, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 7.456, 'y': 1.214, 'r': 0.4, 'type': 1}]
29997,1398693946.5865972,[{'idp': 1, 'x': 7.677, 'y': 0.733, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 7.417, 'y': 1.208, 'r': 0.4, 'type': 1}]
29998,1398693946.625729,[{'idp': 1, 'x': 7.627, 'y': 0.751, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 7.391, 'y': 1.22, 'r': 0.4, 'type': 1}]
29999,1398693946.6657014,[{'idp': 1, 'x': 7.62, 'y': 0.685, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 7.296, 'y': 1.32, 'r': 0.4, 'type': 1}]
30000,1398693946.665733,[{'idp': 1, 'x': 7.586, 'y': 0.698, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 7.249, 'y': 1.295, 'r': 0.4, 'type': 1}]
30001,1398693946.705722,[{'idp': 1, 'x': 7.541, 'y': 0.711, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 7.221, 'y': 1.339, 'r': 0.4, 'type': 1}]
30002,1398693946.711852,[{'idp': 1, 'x': 7.496, 'y': 0.723, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 7.171, 'y': 1.329, 'r': 0.4, 'type': 1}]
30003,1398693946.7496808,[{'idp': 1, 'x': 7.449, 'y': 0.686, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 7.155, 'y': 1.294, 'r': 0.4, 'type': 1}]
30004,1398693946.7896628,[{'idp': 1, 'x': 7.411, 'y': 0.699, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 7.123, 'y': 1.304, 'r': 0.4, 'type': 1}]
30005,1398693946.789689,[{'idp': 1, 'x': 7.364, 'y': 0.694, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 7.085, 'y': 1.313, 'r': 0.4, 'type': 1}]
30006,1398693946.8297486,[{'idp': 1, 'x': 7.315, 'y': 0.69, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 7.05, 'y': 1.322, 'r': 0.4, 'type': 1}]
30007,1398693946.836599,[{'idp': 1, 'x': 7.283, 'y': 0.686, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 7.03, 'y': 1.351, 'r': 0.4, 'type': 1}]
30008,1398693946.873702,[{'idp': 1, 'x': 7.249, 'y': 0.715, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 7.001, 'y': 1.361, 'r': 0.4, 'type': 1}]
30009,1398693946.913713,[{'idp': 1, 'x': 7.213, 'y': 0.728, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 6.966, 'y': 1.338, 'r': 0.4, 'type': 1}]
30010,1398693946.913744,[{'idp': 1, 'x': 7.167, 'y': 0.723, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 6.931, 'y': 1.331, 'r': 0.4, 'type': 1}]
30011,1398693946.9537525,[{'idp': 1, 'x': 7.125, 'y': 0.718, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 6.886, 'y': 1.338, 'r': 0.4, 'type': 1}]
30012,1398693946.9612272,[{'idp': 1, 'x': 7.078, 'y': 0.729, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 6.863, 'y': 1.349, 'r': 0.4, 'type': 1}]
30013,1398693946.9977162,[{'idp': 1, 'x': 7.041, 'y': 0.74, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 6.83, 'y': 1.358, 'r': 0.4, 'type': 1}]
30014,1398693947.0376806,[{'idp': 1, 'x': 7.012, 'y': 0.784, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 6.825, 'y': 1.325, 'r': 0.4, 'type': 1}]
30015,1398693947.0377104,[{'idp': 1, 'x': 6.988, 'y': 0.749, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 6.769, 'y': 1.343, 'r': 0.4, 'type': 1}]
30016,1398693947.0777302,[{'idp': 1, 'x': 6.924, 'y': 0.772, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 6.739, 'y': 1.296, 'r': 0.4, 'type': 1}]
30017,1398693947.0869746,[{'idp': 1, 'x': 6.927, 'y': 0.727, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 6.716, 'y': 1.333, 'r': 0.4, 'type': 1}]
30018,1398693947.125741,[{'idp': 1, 'x': 6.883, 'y': 0.722, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 6.666, 'y': 1.371, 'r': 0.4, 'type': 1}]
30019,1398693947.16568,[{'idp': 1, 'x': 6.877, 'y': 0.768, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 6.621, 'y': 1.376, 'r': 0.4, 'type': 1}]
30020,1398693947.165706,[{'idp': 1, 'x': 6.858, 'y': 0.766, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 6.586, 'y': 1.399, 'r': 0.4, 'type': 1}]
30021,1398693947.2057142,[{'idp': 1, 'x': 6.818, 'y': 0.76, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 6.573, 'y': 1.397, 'r': 0.4, 'type': 1}, {'idp': 3, 'x': 9.582, 'y': 0.146, 'r': 0.4, 'type': 1}]
30022,1398693947.2108545,[{'idp': 1, 'x': 6.792, 'y': 0.773, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 6.523, 'y': 1.416, 'r': 0.4, 'type': 1}, {'idp': 3, 'x': 9.511, 'y': 0.125, 'r': 0.4, 'type': 1}]
30023,1398693947.2497885,[{'idp': 1, 'x': 6.768, 'y': 0.755, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 6.494, 'y': 1.41, 'r': 0.4, 'type': 1}, {'idp': 3, 'x': 9.499, 'y': 0.104, 'r': 0.4, 'type': 1}]
30024,1398693947.2896705,[{'idp': 1, 'x': 6.753, 'y': 0.753, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 6.464, 'y': 1.403, 'r': 0.4, 'type': 1}, {'idp': 3, 'x': 9.453, 'y': 0.083, 'r': 0.4, 'type': 1}]
30025,1398693947.2897012,[{'idp': 1, 'x': 6.708, 'y': 0.748, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 6.42, 'y': 1.409, 'r': 0.4, 'type': 1}, {'idp': 3, 'x': 9.417, 'y': 0.082, 'r': 0.4, 'type': 1}]
30026,1398693947.3296745,[{'idp': 1, 'x': 6.68, 'y': 0.745, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 6.376, 'y': 1.399, 'r': 0.4, 'type': 1}, {'idp': 3, 'x': 9.361, 'y': 0.082, 'r': 0.4, 'type': 1}]
30027,1398693947.335982,[{'idp': 1, 'x': 6.617, 'y': 0.767, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 6.332, 'y': 1.404, 'r': 0.4, 'type': 1}, {'idp': 3, 'x': 9.317, 'y': 0.102, 'r': 0.4, 'type': 1}]
30028,1398693947.3737311,[{'idp': 1, 'x': 6.578, 'y': 0.762, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 6.282, 'y': 1.407, 'r': 0.4, 'type': 1}, {'idp': 3, 'x': 9.251, 'y': 0.101, 'r': 0.4, 'type': 1}]
30029,1398693947.4136877,[{'idp': 1, 'x': 6.53, 'y': 0.786, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 6.231, 'y': 1.425, 'r': 0.4, 'type': 1}, {'idp': 3, 'x': 9.193, 'y': 0.12, 'r': 0.4, 'type': 1}]
30030,1398693947.413717,[{'idp': 1, 'x': 6.477, 'y': 0.808, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 6.183, 'y': 1.428, 'r': 0.4, 'type': 1}, {'idp': 3, 'x': 9.151, 'y': 0.079, 'r': 0.4, 'type': 1}]
30031,1398693947.4537048,[{'idp': 1, 'x': 6.424, 'y': 0.816, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 6.149, 'y': 1.449, 'r': 0.4, 'type': 1}, {'idp': 3, 'x': 9.11, 'y': 0.079, 'r': 0.4, 'type': 1}]
30032,1398693947.4608994,[{'idp': 1, 'x': 6.354, 'y': 0.822, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 6.102, 'y': 1.438, 'r': 0.4, 'type': 1}, {'idp': 3, 'x': 9.073, 'y': 0.078, 'r': 0.4, 'type': 1}]
30033,1398693947.4976778,[{'idp': 1, 'x': 6.327, 'y': 0.805, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 6.083, 'y': 1.433, 'r': 0.4, 'type': 1}, {'idp': 3, 'x': 9.001, 'y': 0.098, 'r': 0.4, 'type': 1}]
30034,1398693947.5376956,[{'idp': 1, 'x': 6.292, 'y': 0.787, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 6.056, 'y': 1.467, 'r': 0.4, 'type': 1}, {'idp': 3, 'x': 8.955, 'y': 0.097, 'r': 0.4, 'type': 1}]
30035,1398693947.5377722,[{'idp': 1, 'x': 6.267, 'y': 0.812, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 6.047, 'y': 1.533, 'r': 0.4, 'type': 1}, {'idp': 3, 'x': 8.907, 'y': 0.116, 'r': 0.4, 'type': 1}]
30036,1398693947.5777314,[{'idp': 1, 'x': 6.236, 'y': 0.836, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 6.024, 'y': 1.598, 'r': 0.4, 'type': 1}, {'idp': 3, 'x': 8.88, 'y': 0.135, 'r': 0.4, 'type': 1}]
30037,1398693947.5860193,[{'idp': 1, 'x': 6.208, 'y': 0.832, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 5.998, 'y': 1.633, 'r': 0.4, 'type': 1}, {'idp': 3, 'x': 8.849, 'y': 0.115, 'r': 0.4, 'type': 1}]
30038,1398693947.6256542,[{'idp': 1, 'x': 6.15, 'y': 0.824, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 5.982, 'y': 1.654, 'r': 0.4, 'type': 1}, {'idp': 3, 'x': 8.801, 'y': 0.114, 'r': 0.4, 'type': 1}]
30039,1398693947.6656792,[{'idp': 1, 'x': 6.131, 'y': 0.808, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 5.951, 'y': 1.663, 'r': 0.4, 'type': 1}, {'idp': 3, 'x': 8.752, 'y': 0.094, 'r': 0.4, 'type': 1}]
30040,1398693947.665711,[{'idp': 1, 'x': 6.089, 'y': 0.816, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 5.928, 'y': 1.655, 'r': 0.4, 'type': 1}, {'idp': 3, 'x': 8.706, 'y': 0.094, 'r': 0.4, 'type': 1}]
30041,1398693947.705752,[{'idp': 1, 'x': 6.058, 'y': 0.826, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 5.888, 'y': 1.656, 'r': 0.4, 'type': 1}, {'idp': 3, 'x': 8.664, 'y': 0.094, 'r': 0.4, 'type': 1}]
30042,1398693947.7108843,[{'idp': 1, 'x': 6.036, 'y': 0.836, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 5.865, 'y': 1.682, 'r': 0.4, 'type': 1}, {'idp': 3, 'x': 8.62, 'y': 0.093, 'r': 0.4, 'type': 1}]
30043,1398693947.749682,[{'idp': 1, 'x': 6.015, 'y': 0.833, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 5.827, 'y': 1.687, 'r': 0.4, 'type': 1}, {'idp': 3, 'x': 8.584, 'y': 0.093, 'r': 0.4, 'type': 1}]
30044,1398693947.789686,[{'idp': 1, 'x': 5.987, 'y': 0.843, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 5.778, 'y': 1.671, 'r': 0.4, 'type': 1}, {'idp': 3, 'x': 8.527, 'y': 0.092, 'r': 0.4, 'type': 1}]
30045,1398693947.7897182,[{'idp': 1, 'x': 5.968, 'y': 0.84, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 5.752, 'y': 1.678, 'r': 0.4, 'type': 1}, {'idp': 3, 'x': 8.465, 'y': 0.092, 'r': 0.4, 'type': 1}]
30046,1398693947.8297489,[{'idp': 1, 'x': 5.938, 'y': 0.862, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 5.739, 'y': 1.703, 'r': 0.4, 'type': 1}, {'idp': 3, 'x': 8.407, 'y': 0.11, 'r': 0.4, 'type': 1}]
30047,1398693947.835482,[{'idp': 1, 'x': 5.902, 'y': 0.871, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 5.682, 'y': 1.716, 'r': 0.4, 'type': 1}, {'idp': 3, 'x': 8.357, 'y': 0.182, 'r': 0.4, 'type': 1}]
30048,1398693947.87372,[{'idp': 1, 'x': 5.862, 'y': 0.864, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 5.647, 'y': 1.717, 'r': 0.4, 'type': 1}, {'idp': 3, 'x': 8.307, 'y': 0.145, 'r': 0.4, 'type': 1}]
30049,1398693947.9138184,[{'idp': 1, 'x': 5.839, 'y': 0.874, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 5.616, 'y': 1.738, 'r': 0.4, 'type': 1}, {'idp': 3, 'x': 8.233, 'y': 0.144, 'r': 0.4, 'type': 1}]
30050,1398693947.9138403,[{'idp': 1, 'x': 5.795, 'y': 0.855, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 5.586, 'y': 1.76, 'r': 0.4, 'type': 1}, {'idp': 3, 'x': 8.184, 'y': 0.125, 'r': 0.4, 'type': 1}]
30051,1398693947.953766,[{'idp': 1, 'x': 5.749, 'y': 0.861, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 5.571, 'y': 1.771, 'r': 0.4, 'type': 1}, {'idp': 3, 'x': 8.12, 'y': 0.142, 'r': 0.4, 'type': 1}]
30052,1398693947.9612262,[{'idp': 1, 'x': 5.704, 'y': 0.867, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 5.553, 'y': 1.79, 'r': 0.4, 'type': 1}, {'idp': 3, 'x': 8.074, 'y': 0.159, 'r': 0.4, 'type': 1}]
30053,1398693947.9976764,[{'idp': 1, 'x': 5.654, 'y': 0.872, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 5.54, 'y': 1.815, 'r': 0.4, 'type': 1}, {'idp': 3, 'x': 8.06, 'y': 0.176, 'r': 0.4, 'type': 1}]
30054,1398693948.0376499,[{'idp': 1, 'x': 5.622, 'y': 0.879, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 5.365, 'y': 1.441, 'r': 0.4, 'type': 1}, {'idp': 3, 'x': 8.03, 'y': 0.21, 'r': 0.4, 'type': 1}]
30055,1398693948.0376778,[{'idp': 1, 'x': 5.574, 'y': 0.884, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 5.374, 'y': 1.439, 'r': 0.4, 'type': 1}, {'idp': 3, 'x': 8.002, 'y': 0.209, 'r': 0.4, 'type': 1}]
30056,1398693948.0777395,[{'idp': 1, 'x': 5.544, 'y': 0.88, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 5.35, 'y': 1.432, 'r': 0.4, 'type': 1}, {'idp': 3, 'x': 7.941, 'y': 0.207, 'r': 0.4, 'type': 1}]
30057,1398693948.0852282,[{'idp': 1, 'x': 5.504, 'y': 0.861, 'r': 0.4, 'type': 1}, {'idp': 2, 'x': 5.326, 'y': 1.426, 'r': 0.4, 'type': 1}, {'idp': 3, 'x': 7.894, 'y': 0.206, 'r': 0.4, 'type': 1}]
